source;target;Hierarchy
94;105C;paragraphs
94;106;paragraphs
94;107;paragraphs
94;108;paragraphs
94;109;paragraphs
94;110;paragraphs
94;111;paragraphs
94;112;paragraphs
94;113;paragraphs
94;114;paragraphs
94;115;paragraphs
94;116;paragraphs
94;117;paragraphs
94;118;paragraphs
94;119;paragraphs
94;120;paragraphs
94;121;paragraphs
94;122;paragraphs
94;123;paragraphs
94;124;paragraphs
94;125;paragraphs
94;126;paragraphs
94;127;paragraphs
94;128;paragraphs
94;129;paragraphs
94;130;paragraphs
94;131;paragraphs
94;132;paragraphs
97;98;paragraphs
97;99;paragraphs
97;100;paragraphs
97;101;paragraphs
97;102;paragraphs
97;103;paragraphs
97;104;paragraphs
97;105;paragraphs
97;105A;paragraphs
97;105B;paragraphs
97;105C;paragraphs
97;106;paragraphs
97;107;paragraphs
97;108;paragraphs
97;109;paragraphs
97;98;paragraphs
97;99;paragraphs
97;100;paragraphs
97;102;paragraphs
97;103;paragraphs
97(a);53;paragraphs
97(a);69;paragraphs
97(b);56;paragraphs
97(b);57(b);paragraphs
98;100;paragraphs
98;101;paragraphs
98;102;paragraphs
98;103;paragraphs
98;104;paragraphs
98;105;paragraphs
98;105A;paragraphs
98;105B;paragraphs
98;105C;paragraphs
98;106;paragraphs
98;107;paragraphs
98;108;paragraphs
98;109;paragraphs
100(b);47;paragraphs
100(b);48;paragraphs
100(b);49;paragraphs
100(b);50;paragraphs
100(b);51;paragraphs
100(b);52;paragraphs
100(b);57;paragraphs
100(b);58;paragraphs
100(c);53;paragraphs
100(c);54;paragraphs
100(c);55;paragraphs
100(c);56;paragraphs
100(c);57;paragraphs
100(c);58;paragraphs
100(c);59;paragraphs
101;53;paragraphs
101;54;paragraphs
101;55;paragraphs
101;56;paragraphs
101;57;paragraphs
101;58;paragraphs
101;59;paragraphs
102;100;paragraphs
102;101;paragraphs
104(a);B96;paragraphs
104(a);B97;paragraphs
104(a);B98;paragraphs
104(a);B99;paragraphs
104(a);B100;paragraphs
104(a);B101;paragraphs
104(a);B102;paragraphs
104(a);B103;paragraphs
104(a);B104;paragraphs
104(a);B105;paragraphs
104(a);B106;paragraphs
104(a);B107;paragraphs
104(a);B108;paragraphs
104(a);B109;paragraphs
104(a);B110;paragraphs
104(a);B111;paragraphs
104(a);B112;paragraphs
104(a);B113;paragraphs
104(a);B114;paragraphs
104(a);B115;paragraphs
104(a);B116;paragraphs
104(a);B117;paragraphs
104(a);B118;paragraphs
104(b)(iii);B96(a);paragraphs
104(b)(iii);B97(c);paragraphs
104(b)(iii);B113(a);paragraphs
104(c);B97(b);paragraphs
104(c);B113(a);paragraphs
105;100;paragraphs
105;101;paragraphs
105A;28B(b);paragraphs
106;53;paragraphs
106;54;paragraphs
106;55;paragraphs
106;56;paragraphs
106;57;paragraphs
106;58;paragraphs
106;59;paragraphs
107;53;paragraphs
107;54;paragraphs
107;55;paragraphs
107;56;paragraphs
107;57;paragraphs
107;58;paragraphs
107;59;paragraphs
107;69;paragraphs
107;70;paragraphs
109;53;paragraphs
109;54;paragraphs
109;55;paragraphs
109;56;paragraphs
109;57;paragraphs
109;58;paragraphs
109;59;paragraphs
114;C6;paragraphs
114;C7;paragraphs
114;C8;paragraphs
114;C9;paragraphs
114;C9A;paragraphs
114;C10;paragraphs
114;C11;paragraphs
114;C12;paragraphs
114;C13;paragraphs
114;C14;paragraphs
114;C15;paragraphs
114;C15A;paragraphs
114;C16;paragraphs
114;C17;paragraphs
114;C18;paragraphs
114;C19;paragraphs
114;C20;paragraphs
114;C20A;paragraphs
114;C21;paragraphs
114;C22;paragraphs
114;C22A;paragraphs
114;C23;paragraphs
114;C24;paragraphs
115;114(a);paragraphs
115;114(b);paragraphs
116;C18(b);paragraphs
116;C19(b);paragraphs
116;C24(b);paragraphs
116;C24(c);paragraphs
117(c)(iv);B119;paragraphs
117(c)(iv);B119A;paragraphs
117(c)(iv);B119B;paragraphs
125(b);127;paragraphs
125(b);128;paragraphs
125(b);129;paragraphs
125(b);130;paragraphs
125(b);131;paragraphs
125(b);132;paragraphs
132(b);55;paragraphs
132(b);56;paragraphs
132(b);57;paragraphs
132(b);58;paragraphs
132(b);59;paragraphs
B1(a);B2;paragraphs
B1(a);B3;paragraphs
B1(a);B4;paragraphs
B1(a);B5;paragraphs
B1(a);B6;paragraphs
B1(a);B7;paragraphs
B1(a);B8;paragraphs
B1(a);B9;paragraphs
B1(a);B10;paragraphs
B1(a);B11;paragraphs
B1(a);B12;paragraphs
B1(a);B13;paragraphs
B1(a);B14;paragraphs
B1(a);B15;paragraphs
B1(a);B16;paragraphs
B1(a);B17;paragraphs
B1(a);B18;paragraphs
B1(a);B19;paragraphs
B1(a);B20;paragraphs
B1(a);B21;paragraphs
B1(a);B22;paragraphs
B1(a);B23;paragraphs
B1(a);B24;paragraphs
B1(a);B25;paragraphs
B1(a);B26;paragraphs
B1(a);B27;paragraphs
B1(a);B28;paragraphs
B1(a);B29;paragraphs
B1(a);B30;paragraphs
B1(b);B31;paragraphs
B1(b);B32;paragraphs
B1(b);B33;paragraphs
B1(b);B34;paragraphs
B1(b);B35;paragraphs
B1(ba);B35A;paragraphs
B1(ba);B35B;paragraphs
B1(ba);B35C;paragraphs
B1(c);B36;paragraphs
B1(c);B37;paragraphs
B1(c);B38;paragraphs
B1(c);B39;paragraphs
B1(c);B40;paragraphs
B1(c);B41;paragraphs
B1(c);B42;paragraphs
B1(c);B43;paragraphs
B1(c);B44;paragraphs
B1(c);B45;paragraphs
B1(c);B46;paragraphs
B1(c);B47;paragraphs
B1(c);B48;paragraphs
B1(c);B49;paragraphs
B1(c);B50;paragraphs
B1(c);B51;paragraphs
B1(c);B52;paragraphs
B1(c);B53;paragraphs
B1(c);B54;paragraphs
B1(c);B55;paragraphs
B1(c);B56;paragraphs
B1(c);B57;paragraphs
B1(c);B58;paragraphs
B1(c);B59;paragraphs
B1(c);B60;paragraphs
B1(c);B61;paragraphs
B1(c);B62;paragraphs
B1(c);B63;paragraphs
B1(c);B64;paragraphs
B1(c);B65;paragraphs
B1(c);B66;paragraphs
B1(c);B67;paragraphs
B1(c);B68;paragraphs
B1(c);B69;paragraphs
B1(c);B70;paragraphs
B1(c);B71;paragraphs
B1(c);B72;paragraphs
B1(c);B73;paragraphs
B1(c);B74;paragraphs
B1(c);B75;paragraphs
B1(c);B76;paragraphs
B1(c);B77;paragraphs
B1(c);B78;paragraphs
B1(c);B79;paragraphs
B1(c);B80;paragraphs
B1(c);B81;paragraphs
B1(c);B82;paragraphs
B1(c);B83;paragraphs
B1(c);B84;paragraphs
B1(c);B85;paragraphs
B1(c);B86;paragraphs
B1(c);B87;paragraphs
B1(c);B88;paragraphs
B1(c);B89;paragraphs
B1(c);B90;paragraphs
B1(c);B91;paragraphs
B1(c);B92;paragraphs
B1(c);B93;paragraphs
B1(c);B94;paragraphs
B1(c);B95;paragraphs
B1(c);B95A;paragraphs
B1(c);B95B;paragraphs
B1(c);B95C;paragraphs
B1(c);B96;paragraphs
B1(c);B97;paragraphs
B1(c);B98;paragraphs
B1(c);B99;paragraphs
B1(c);B100;paragraphs
B1(c);B101;paragraphs
B1(c);B102;paragraphs
B1(c);B103;paragraphs
B1(c);B104;paragraphs
B1(c);B105;paragraphs
B1(c);B106;paragraphs
B1(c);B107;paragraphs
B1(c);B108;paragraphs
B1(c);B109;paragraphs
B1(c);B110;paragraphs
B1(c);B111;paragraphs
B1(c);B112;paragraphs
B1(c);B113;paragraphs
B1(c);B114;paragraphs
B1(c);B115;paragraphs
B1(c);B116;paragraphs
B1(c);B117;paragraphs
B1(c);B118;paragraphs
B1(c);B119;paragraphs
B1(d);B120;paragraphs
B1(d);B121;paragraphs
B1(d);B122;paragraphs
B1(d);B123;paragraphs
B1(d);B124;paragraphs
B1(d);B125;paragraphs
B1(d);B126;paragraphs
B1(d);B127;paragraphs
B1(e);B128;paragraphs
B1(e);B129;paragraphs
B1(e);B130;paragraphs
B1(e);B131;paragraphs
B1(e);B132;paragraphs
B1(e);B133;paragraphs
B1(e);B134;paragraphs
B1(e);B135;paragraphs
B1(e);B136;paragraphs
B2(a);B3;paragraphs
B2(a);B4;paragraphs
B2(a);B5;paragraphs
B2(c);B7;paragraphs
B2(c);B8;paragraphs
B2(c);B9;paragraphs
B2(c);B10;paragraphs
B2(c);B11;paragraphs
B2(c);B12;paragraphs
B2(c);B13;paragraphs
B2(c);B14;paragraphs
B2(c);B15;paragraphs
B2(c);B16;paragraphs
B2(d);B17;paragraphs
B2(d);B18;paragraphs
B2(d);B19;paragraphs
B2(d);B20;paragraphs
B2(d);B21;paragraphs
B2(d);B22;paragraphs
B2(d);B23;paragraphs
B2(e);B24;paragraphs
B2(e);B25;paragraphs
B2(f) ;B26;paragraphs
B2(f) ;B27;paragraphs
B2(f) ;B28;paragraphs
B2(f) ;B29;paragraphs
B2(f) ;B30;paragraphs
B23;B18;paragraphs
B23;B19;paragraphs
B23;B20;paragraphs
B23;B21;paragraphs
B23;B22;paragraphs
B25;74;paragraphs
B25;75;paragraphs
B25;76;paragraphs
B25;77;paragraphs
B36(a);B37;paragraphs
B36(a);B38;paragraphs
B36(a);B39;paragraphs
B36(a);B40;paragraphs
B36(a);B41;paragraphs
B36(b);B42;paragraphs
B36(b);B43;paragraphs
B36(b);B44;paragraphs
B36(b);B45;paragraphs
B36(b);B46;paragraphs
B36(b);B47;paragraphs
B36(b);B48;paragraphs
B36(b);B49;paragraphs
B36(b);B50;paragraphs
B36(b);B51;paragraphs
B36(b);B52;paragraphs
B36(b);B53;paragraphs
B36(c);B54;paragraphs
B36(c);B55;paragraphs
B36(c);B56;paragraphs
B36(c);B57;paragraphs
B36(c);B58;paragraphs
B36(c);B59;paragraphs
B36(c);B60;paragraphs
B36(d);B61;paragraphs
B36(d);B62;paragraphs
B36(d);B63;paragraphs
B36(d);B64;paragraphs
B36(d);B65;paragraphs
B36(d);B66;paragraphs
B36(d);B67;paragraphs
B36(d);B68;paragraphs
B36(d);B69;paragraphs
B36(d);B70;paragraphs
B36(d);B71;paragraphs
B66(c);34;paragraphs
B66(c);35;paragraphs
B66(h);10;paragraphs
B66(h);11;paragraphs
B66(h);12;paragraphs
B66(h);13;paragraphs
B72(e)(iii);59(b);paragraphs
B72(e)(iii);B133;paragraphs
B73;B72(b);paragraphs
B73;B72(c);paragraphs
B73;B72(d);paragraphs
B73;B72(e);paragraphs
B93;14;paragraphs
B93;15;paragraphs
B93;16;paragraphs
B93;17;paragraphs
B93;18;paragraphs
B93;19;paragraphs
B93;20;paragraphs
B93;21;paragraphs
B93;22;paragraphs
B93;23;paragraphs
B93;24;paragraphs
B95;55;paragraphs
B95;56;paragraphs
B95;57;paragraphs
B95;58;paragraphs
B95;59;paragraphs
B95A;49;paragraphs
B95A;50;paragraphs
B95A;51;paragraphs
B95A;52;paragraphs
B101(a);B105;paragraphs
B101(a);B106;paragraphs
B103;B67;paragraphs
B103;B68;paragraphs
B103;B69;paragraphs
B103;B70;paragraphs
B103;B71;paragraphs
B103;B68;paragraphs
B103;B69;paragraphs
B103;B70;paragraphs
B104(b);B110;paragraphs
B104(b);B111;paragraphs
B104(b);B112;paragraphs
B104(b);B113;paragraphs
B104(b);B114;paragraphs
B104(b);B115;paragraphs
B104(b);B116;paragraphs
B104(b);B117;paragraphs
B104(b);B118;paragraphs
B107(b);B101(b);paragraphs
B107(b);B101(c);paragraphs
B107(b)(ii);B37;paragraphs
B107(b)(ii);B38;paragraphs
B110;B111;paragraphs
B110;B112;paragraphs
B110;B113;paragraphs
B110;B114;paragraphs
B113(a);B96;paragraphs
B113(a);B97;paragraphs
B114;B112;paragraphs
B114;B113;paragraphs
B119;44(e);paragraphs
B119;45(e);paragraphs
B119;66(e);paragraphs
B119F(a);50(a);paragraphs
B119F(a);51;paragraphs
B119F(a);52;paragraphs
B122;B123;paragraphs
B122;B124;paragraphs
B123(b);47;paragraphs
B123(b);48;paragraphs
B123(b);49;paragraphs
B123(b);50;paragraphs
B123(b);51;paragraphs
B123(b);52;paragraphs
B124(b)(ii);44(c);paragraphs
B124(b)(ii);45(c);paragraphs
B124(c);44(e);paragraphs
B124(c);45(e);paragraphs
B126;55;paragraphs
B126;56;paragraphs
B126;57;paragraphs
B126;58;paragraphs
B127;B126(a);paragraphs
B127;B126(b);paragraphs
B133;53;paragraphs
B133;54;paragraphs
B133;55;paragraphs
B133;56;paragraphs
B133;57;paragraphs
B133;58;paragraphs
B133;59;paragraphs
C2;C1;paragraphs
C2;C3;paragraphs
C2;C4;paragraphs
C2;C5;paragraphs
C2;C5A;paragraphs
C2;C6;paragraphs
C2;C7;paragraphs
C2;C8;paragraphs
C2;C9;paragraphs
C2;C9A;paragraphs
C2;C10;paragraphs
C2;C11;paragraphs
C2;C12;paragraphs
C2;C13;paragraphs
C2;C14;paragraphs
C2;C15;paragraphs
C2;C15A;paragraphs
C2;C16;paragraphs
C2;C17;paragraphs
C2;C18;paragraphs
C2;C19;paragraphs
C2;C20;paragraphs
C2;C20A;paragraphs
C2;C21;paragraphs
C2;C22;paragraphs
C2;C22A;paragraphs
C2;C23;paragraphs
C2;C24;paragraphs
C2;C25;paragraphs
C2;C26;paragraphs
C2;C27;paragraphs
C2;C28;paragraphs
C2;C29;paragraphs
C2;C30;paragraphs
C2;C31;paragraphs
C2;C32;paragraphs
C2;C33;paragraphs
C5(a);C6;paragraphs
C5(a);C7;paragraphs
C5(a);C8;paragraphs
C5(a);C9;paragraphs
C5(a);C9A;paragraphs
C5(a);C10;paragraphs
C5(a);C11;paragraphs
C5(a);C12;paragraphs
C5(a);C13;paragraphs
C5(a);C14;paragraphs
C5(a);C15;paragraphs
C5(a);C15A;paragraphs
C5(a);C16;paragraphs
C5(a);C17;paragraphs
C5(a);C18;paragraphs
C5(a);C19;paragraphs
C5(b);C20;paragraphs
C5(b);C20A;paragraphs
C5(b);C21;paragraphs
C5(b);C22;paragraphs
C5(b);C22A;paragraphs
C5(b);C23;paragraphs
C5(b);C24;paragraphs
C5A;C20;paragraphs
C5A;C20A;paragraphs
C5A;C21;paragraphs
C5A;C22;paragraphs
C5A;C22A;paragraphs
C5A;C23;paragraphs
C5A;C24;paragraphs
C8;C9;paragraphs
C8;C9A;paragraphs
C8;C10;paragraphs
C8;C11;paragraphs
C8;C12;paragraphs
C8;C13;paragraphs
C8;C14;paragraphs
C8;C15;paragraphs
C8;C15A;paragraphs
C8;C16;paragraphs
C8;C17;paragraphs
C8;C18;paragraphs
C8;C19;paragraphs
C9(a);14;paragraphs
C9(a);15;paragraphs
C9(a);16;paragraphs
C9(a);17;paragraphs
C9(a);18;paragraphs
C9(a);19;paragraphs
C9(a);20;paragraphs
C9(a);21;paragraphs
C9(a);22;paragraphs
C9(a);23;paragraphs
C9(a);24;paragraphs
C9(b);B101;paragraphs
C9(b);B102;paragraphs
C9(b);B103;paragraphs
C9(b);B104;paragraphs
C9(b);B105;paragraphs
C9(b);B106;paragraphs
C9(b);B107;paragraphs
C9(b);B108;paragraphs
C9(b);B109;paragraphs
C9(c);B98;paragraphs
C9(c);B99;paragraphs
C9(c);B100;paragraphs
C11;49;paragraphs
C11;50;paragraphs
C11;51;paragraphs
C11;52;paragraphs
C11;C12;paragraphs
C11;C13;paragraphs
C11;C14;paragraphs
C11;C15;paragraphs
C11;C15A;paragraphs
C11;C16;paragraphs
C13(a);36;paragraphs
C13(a);B72;paragraphs
C13(a);B73;paragraphs
C13(a);B74;paragraphs
C13(a);B75;paragraphs
C13(a);B76;paragraphs
C13(a);B77;paragraphs
C13(a);B78;paragraphs
C13(a);B79;paragraphs
C13(a);B80;paragraphs
C13(a);B81;paragraphs
C13(a);B82;paragraphs
C13(a);B83;paragraphs
C13(a);B84;paragraphs
C13(a);B85;paragraphs
C13(b);36;paragraphs
C13(b);B72;paragraphs
C13(b);B73;paragraphs
C13(b);B74;paragraphs
C13(b);B75;paragraphs
C13(b);B76;paragraphs
C13(b);B77;paragraphs
C13(b);B78;paragraphs
C13(b);B79;paragraphs
C13(b);B80;paragraphs
C13(b);B81;paragraphs
C13(b);B82;paragraphs
C13(b);B83;paragraphs
C13(b);B84;paragraphs
C13(b);B85;paragraphs
C15;C12;paragraphs
C15;C13;paragraphs
C15;C14;paragraphs
C15A;66A;paragraphs
C15A;66B;paragraphs
C15A(a);C16;paragraphs
C15A(a);C20;paragraphs
C16;C12;paragraphs
C16;C13;paragraphs
C16;C14;paragraphs
C16;C12;paragraphs
C16;C13;paragraphs
C16;C14;paragraphs
C18(a);B72(b);paragraphs
C18(a);B72(c);paragraphs
C18(a);B72(d);paragraphs
C18(a);B72(e);paragraphs
C18(a);B72(e)(i);paragraphs
C18(a);B72(e)(ii);paragraphs
C18(b);88(b);paragraphs
C18(b);89(b);paragraphs
C19(a);B72(b);paragraphs
C19(a);B72(c);paragraphs
C19(a);B72(d);paragraphs
C19(a);B72(e);paragraphs
C19(b);88(b);paragraphs
C19(b);89(b);paragraphs
C20A(a);C16;paragraphs
C20A(a);C20;paragraphs
C21(a);14;paragraphs
C21(a);15;paragraphs
C21(a);16;paragraphs
C21(a);17;paragraphs
C21(a);18;paragraphs
C21(a);19;paragraphs
C21(a);20;paragraphs
C21(a);21;paragraphs
C21(a);22;paragraphs
C21(a);23;paragraphs
C21(a);24;paragraphs
C21(b);B101;paragraphs
C21(b);B102;paragraphs
C21(b);B103;paragraphs
C21(b);B104;paragraphs
C21(b);B105;paragraphs
C21(b);B106;paragraphs
C21(b);B107;paragraphs
C21(b);B108;paragraphs
C21(b);B109;paragraphs
C21(c);B98;paragraphs
C21(c);B99;paragraphs
C21(c);B100;paragraphs
C23;B72(b);paragraphs
C23;B72(c);paragraphs
C23;B72(d);paragraphs
C23;B72(e);paragraphs
C23;B72(e)(i);paragraphs
C23;B72(e)(ii);paragraphs
C26;93;paragraphs
C26;94;paragraphs
C26;95;paragraphs
C26;96;paragraphs
C26;97;paragraphs
C26;98;paragraphs
C26;99;paragraphs
C26;100;paragraphs
C26;101;paragraphs
C26;102;paragraphs
C26;103;paragraphs
C26;104;paragraphs
C26;105;paragraphs
C26;105A;paragraphs
C26;105B;paragraphs
C26;105C;paragraphs
C26;106;paragraphs
C26;107;paragraphs
C26;108;paragraphs
C26;109;paragraphs
C26;110;paragraphs
C26;111;paragraphs
C26;112;paragraphs
C26;113;paragraphs
C26;114;paragraphs
C26;115;paragraphs
C26;116;paragraphs
C26;117;paragraphs
C26;118;paragraphs
C26;119;paragraphs
C26;120;paragraphs
C26;121;paragraphs
C26;122;paragraphs
C26;123;paragraphs
C26;124;paragraphs
C26;125;paragraphs
C26;126;paragraphs
C26;127;paragraphs
C26;128;paragraphs
C26;129;paragraphs
C26;130;paragraphs
C26;131;paragraphs
C26;132;paragraphs
C32(b);C29(a);paragraphs
C32(b);C29(b);paragraphs
C32(b);C29(c);paragraphs
C32(b);C29(d);paragraphs
C32(b);C29(e);paragraphs
